timestamp,PV_production,base_consumption,var_consumption,battery_consumption,self_consumption
2017-08-15 00:00:00,0.0044746523002894755,0.11519366582603882,0,0,0.0044746523002894755
2017-08-15 01:00:00,0.004253077927491861,0.11628240069860318,0,0,0.004253077927491861
2017-08-15 02:00:00,0.0038068260181924533,0.21975055058951853,0,0,0.0038068260181924533
2017-08-15 03:00:00,0.003436667794808187,0.15501828294494802,0,0,0.003436667794808187
2017-08-15 04:00:00,0.02734195736040332,0.2569678457604367,0,0,0.02734195736040332
2017-08-15 05:00:00,0.3054656724634042,0.48912890479912374,0,0,0.3054656724634042
2017-08-15 06:00:00,1.166190650821478,1.061570746880877,0,0.10461990394060106,1.166190650821478
2017-08-15 07:00:00,2.136461003490954,0.40676722240338986,0.4,1.3296937810875642,2.136461003490954
2017-08-15 08:00:00,3.114846213115192,0.8215719709439175,1.6,0.6932742421712743,3.1148462131151917
2017-08-15 09:00:00,3.6527624344769847,0.6661926591057851,1.6,1.3865697753711994,3.6527624344769847
2017-08-15 10:00:00,4.792553702220542,0.25806114063428476,0,4.534492561586257,4.792553702220541
2017-08-15 11:00:00,5.028443287301699,0.21598279402445597,0,2.404912532597183,2.620895326621639
2017-08-15 12:00:00,4.817793419110936,1.2249562246952357,0,0,1.2249562246952357
2017-08-15 13:00:00,4.362142585536828,0.29125111170412,0,0,0.29125111170412
2017-08-15 14:00:00,2.6955827827136143,0.4485499059851855,0,0,0.4485499059851855
2017-08-15 15:00:00,1.3308148486097575,0.15543014244674153,0,0,0.15543014244674153
2017-08-15 16:00:00,0.2906906605171315,0.07706566488255481,0,0,0.07706566488255481
2017-08-15 17:00:00,0.2736488501901738,1.023868922496688,0,0,0.2736488501901738
2017-08-15 18:00:00,0.04745265365089993,1.1923081138977318,0,0,0.04745265365089993
2017-08-15 19:00:00,0.003561545692509851,2.9860249932122764,0,0,0.003561545692509851
2017-08-15 20:00:00,0.003832196961072882,0.6019039011489884,0,0,0.003832196961072882
2017-08-15 21:00:00,0.005114511722626525,0.9487122435085703,0,0,0.005114511722626525
2017-08-15 22:00:00,0.002893865471627587,0.6495802573642306,0,0,0.002893865471627587
2017-08-15 23:00:00,0.008205657661255441,0.4854476009240257,0,0,0.008205657661255441
